cidade,categoria,ofensor
Bento Gonçalves,WiFi - Aeroporto,Controladora
Bento Gonçalves,WiFi - AP,Access Point
Bento Gonçalves,WiFi - AP,Cable Modem
Bento Gonçalves,WiFi - AP,Portal
Bento Gonçalves,WiFi - AP,RedBack
Bento Gonçalves,WiFi - AP,Contexto-RedBack
Bento Gonçalves,WiFi - AP,Controladora
Bertioga,Anel Virtua,Não Definido
Bertioga,Atendimento Digital,NAGRA
Bertioga,Backbone,RedBack
Bertioga,Backbone,Switch
Bertioga,Backbone,Controller Belair
Bertioga,Backbone,Controller Cisco
Bertioga,Backbone IP,ROUTER
Bertioga,Backbone IP,SWITCH
Bertioga,BSoD EBT,BSoD EBT
Bertioga,BSoD Primesys,BSoD Primesys
Bertioga,Canal Indisponivel,NOW
Bertioga,Canal Indisponivel,CNN INTERNATIONAL
Bertioga,Canal Indisponivel,FOX LIFE
Bertioga,Canal Indisponivel,LIFETIME
Bertioga,Canal Indisponivel,OFF HD
Bertioga,Canal Indisponivel,SBT  
Bertioga,Canal Indisponivel,THE HISTORY CHANNEL
Bertioga,Canal Indisponivel,CINEMAX
Bertioga,Canal Indisponivel,FOR MAN
Bertioga,Canal Indisponivel,ID
Bertioga,Canal Indisponivel,NICKELODEON
Bertioga,Canal Indisponivel,REDETV! HD
Bertioga,Canal Indisponivel,TELECINE PREMIUM HD
Bertioga,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Bertioga,Canal Indisponivel,ESPN HD
Bertioga,Canal Indisponivel,HBO SIGNATURE HD
Bertioga,Canal Indisponivel,NET TV HD
Bertioga,Canal Indisponivel,REDE PLENITUDE
Bertioga,Canal Indisponivel,TELECINE PIPOCA
Bertioga,Canal Indisponivel,CANAL RURAL
Bertioga,Canal Indisponivel,E! 
Bertioga,Canal Indisponivel,HBO PLUS HD
Bertioga,Canal Indisponivel,NET INTERATIVA
Bertioga,Canal Indisponivel,REDE 21
Bertioga,Canal Indisponivel,TELECINE CULT HD
Bertioga,Canal Indisponivel,WARNER HD
Bertioga,Canal Indisponivel,CANAL BRASIL HD
Bertioga,Canal Indisponivel,DISNEY JUNIOR
Bertioga,Canal Indisponivel,HBO FAMILY HD
Bertioga,Canal Indisponivel,NBR
Bertioga,Canal Indisponivel,RECORD HD
Bertioga,Canal Indisponivel,TELECINE ACTION
Bertioga,Canal Indisponivel,VH1 MEGAHITS
Bertioga,Canal Indisponivel,BLOOMBERG
Bertioga,Canal Indisponivel,DISCOVERY TURBO HD
Bertioga,Canal Indisponivel,GNT HD
Bertioga,Canal Indisponivel,NATGEO WILD HD
Bertioga,Canal Indisponivel,TV CEAR
Bertioga,Canal Indisponivel,PRIME BOX BRAZIL
Bertioga,Canal Indisponivel,SYFY
Bertioga,Canal Indisponivel,UNIVERSAL CHANNEL
Bertioga,Canal Indisponivel,BBC WORLD NEWS
Bertioga,Canal Indisponivel,DISCOVERY KIDS HD
Bertioga,Canal Indisponivel,GLOOB
Bertioga,Canal Indisponivel,MULTIshow_
Bertioga,Canal Indisponivel,PREMIERE HD2
Bertioga,Canal Indisponivel,SPORTV3
Bertioga,Canal Indisponivel,TV SENADO
Bertioga,Canal Indisponivel,BAND SPORTS HD
Bertioga,Canal Indisponivel,DISCOVERY HD
Bertioga,Canal Indisponivel,GLOBO NEWS
Bertioga,Canal Indisponivel,MIX TV
Bertioga,Canal Indisponivel,PREMIERE 8
Bertioga,Canal Indisponivel,SPORTV HD
Bertioga,Canal Indisponivel,TV JUSTIÇA
Bertioga,Canal Indisponivel,TV SANTA CECÍLIA
Bertioga,Canal Indisponivel,BAND HD
Bertioga,Canal Indisponivel,DISC. HOME & HEALTH HD
Bertioga,Canal Indisponivel,GAZETA
Bertioga,Canal Indisponivel,MEGA TV
Bertioga,Canal Indisponivel,PREMIERE 5
Bertioga,Canal Indisponivel,SPACE
Bertioga,Canal Indisponivel,TV BRASIL
Bertioga,Canal Indisponivel,QTV
Bertioga,Canal Indisponivel,ARTE1
Bertioga,Canal Indisponivel,CULTURA
Bertioga,Canal Indisponivel,FUTURA
Bertioga,Canal Indisponivel,MAX PRIMEe
Bertioga,Canal Indisponivel,POLISHOP
Bertioga,Canal Indisponivel,SIC
Bertioga,Canal Indisponivel,TNT HD
Bertioga,Canal Indisponivel,#NOME?
Bertioga,Canal Indisponivel,COMBATE
Bertioga,Canal Indisponivel,FOX SPORTS HD2
Bertioga,Canal Indisponivel,MAX HD
Bertioga,Canal Indisponivel,PARAMOUNT HD
Bertioga,Canal Indisponivel,SEXY HOT
Bertioga,Canal Indisponivel,TLC
Bertioga,Canal Indisponivel,TV UNISANTOS
Bertioga,Canal Indisponivel,CLIMATEMPO
Bertioga,Canal Indisponivel,FOX HD
Bertioga,Canal Indisponivel,IDEAL TV
Bertioga,Canal Indisponivel,OFF
Bertioga,Canal Indisponivel,SBT HD
Bertioga,Canal Indisponivel,TELECINE TOUCH HD
Bertioga,Canal Indisponivel,CARTOON NETWORK
Bertioga,Canal Indisponivel,ESPN 2 HD
Bertioga,Canal Indisponivel,BBC EARTH HD
Bertioga,Canal Indisponivel,HBO2 HD
Bertioga,Canal Indisponivel,008 - TV JUSTIÇA
Bertioga,Canal Indisponivel,NICK JR.
Bertioga,Canal Indisponivel,REDE VIDA
Bertioga,Canal Indisponivel,TELECINE PREMIUM
Bertioga,Canal Indisponivel,CANÇÃO NOVA
Bertioga,Canal Indisponivel,ESPN BRASIL HD
Bertioga,Canal Indisponivel,HBO SIGNATURE
Bertioga,Canal Indisponivel,NET TV
Bertioga,Canal Indisponivel,REDE MUNDIAL
Bertioga,Canal Indisponivel,TELECINE FUN HD
Bertioga,Canal Indisponivel,WOOHOO
Bertioga,Canal Indisponivel,CANAL LEGISLATIVO
Bertioga,Canal Indisponivel,DW (AMERIKA)
Bertioga,Canal Indisponivel,HBO PLUS
Bertioga,Canal Indisponivel,NET GAMES
Bertioga,Canal Indisponivel,RECORD
Bertioga,Canal Indisponivel,TELECINE CULT
Bertioga,Canal Indisponivel,VIVA HD
Bertioga,Canal Indisponivel,CANAL BRASIL
Bertioga,Canal Indisponivel,TODOS OS CANAIS
Bertioga,Canal Indisponivel,DISNEY CHANNEL HD
Bertioga,Canal Indisponivel,HBO FAMILY
Bertioga,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Bertioga,Canal Indisponivel,RAI
Bertioga,Canal Indisponivel,TCM
Bertioga,Canal Indisponivel,VENUS
Bertioga,Canal Indisponivel,BIS HD
Bertioga,Canal Indisponivel,DISCOVERY TURBO
Bertioga,Canal Indisponivel,GNT
Bertioga,Canal Indisponivel,MUSIC BOX BRAZIL
Bertioga,Canal Indisponivel,PREMIERE MOSAICO
Bertioga,Canal Indisponivel,STUDIO UNIVERSAL
Bertioga,Canal Indisponivel,TVE INTERNACIONAL
Bertioga,Canal Indisponivel,BBC HD
Bertioga,Canal Indisponivel,DISCOVERY KIDS
Bertioga,Canal Indisponivel,GLOBO
Bertioga,Canal Indisponivel,MTV HD
Bertioga,Canal Indisponivel,PREMIERE CLUBES HD
Bertioga,Canal Indisponivel,SPORTV2 HD
Bertioga,Canal Indisponivel,TV RA TIM BUM
Bertioga,Canal Indisponivel,BAND SPORTS
Bertioga,Canal Indisponivel,DISCOVERY CIVILIZATION
Bertioga,Canal Indisponivel,GLOBO HD
Bertioga,Canal Indisponivel,MEGAPIX HD
Bertioga,Canal Indisponivel,PREMIERE 7
Bertioga,Canal Indisponivel,SPORTV
Bertioga,Canal Indisponivel,TV ESCOLA
Bertioga,Canal Indisponivel,AXN HD
Bertioga,Canal Indisponivel,DISC. HOME & HEALTH
Bertioga,Canal Indisponivel,FX HD
Bertioga,Canal Indisponivel,MAX UP HD
Bertioga,Canal Indisponivel,PREMIERE 4
Bertioga,Canal Indisponivel,SONY HD
Bertioga,Canal Indisponivel,TV ABERTA
Bertioga,Canal Indisponivel,ANIMAL PLANET
Bertioga,Canal Indisponivel,CULTURA HD
Bertioga,Canal Indisponivel,FOX SPORTS2
Bertioga,Canal Indisponivel,MAX PRIME HD
Bertioga,Canal Indisponivel,PLAYBOY TV
Bertioga,Canal Indisponivel,SHOPTIME.COM
Bertioga,Canal Indisponivel,TNT
Bertioga,Canal Indisponivel,#NOME?
Bertioga,Canal Indisponivel,CNT
Bertioga,Canal Indisponivel,FOX SPORTS HD
Bertioga,Canal Indisponivel,MAX
Bertioga,Canal Indisponivel,PARAMOUNT
Bertioga,Canal Indisponivel,SEXTREME
Bertioga,Canal Indisponivel,THE HISTORY CHANNEL HD
Bertioga,Canal Indisponivel,CINEMAX HD
Bertioga,Canal Indisponivel,FOX
Bertioga,Canal Indisponivel,ID HD
Bertioga,Canal Indisponivel,NOVO TEMPO
Bertioga,Canal Indisponivel,RIT TV
Bertioga,Canal Indisponivel,TELECINE TOUCH
Bertioga,Canal Indisponivel,CARTOON HD
Bertioga,Canal Indisponivel,ESPN  
Bertioga,Canal Indisponivel,HBO2
Bertioga,Canal Indisponivel,NHK
Bertioga,Canal Indisponivel,REDE TV!
Bertioga,Canal Indisponivel,TELECINE PIPOCA HD
Bertioga,Canal Indisponivel,CANAL UNIVERSITÁRIO
Bertioga,Canal Indisponivel,ESPN BRASIL
Bertioga,Canal Indisponivel,HBO PLUSe
Bertioga,Canal Indisponivel,NET MÚSICA
Bertioga,Canal Indisponivel,REDE GOSPEL
Bertioga,Canal Indisponivel,TELECINE FUN
Bertioga,Canal Indisponivel,WARNER
Bertioga,Canal Indisponivel,CANAL DE VENDAS NET 
Bertioga,Canal Indisponivel,DISNEY XD
Bertioga,Canal Indisponivel,HBO HD
Bertioga,Canal Indisponivel,NET CIDADE SP
Bertioga,Canal Indisponivel,RECORD NEWS
Bertioga,Canal Indisponivel,TELECINE ACTION HD
Bertioga,Canal Indisponivel,VIVA
Bertioga,Canal Indisponivel,BOOMERANG
Bertioga,Canal Indisponivel,DISNEY CHANNEL
Bertioga,Canal Indisponivel,HBO
Bertioga,Canal Indisponivel,NATIONAL GEOGRAPHIC
Bertioga,Canal Indisponivel,PRIVATE
Bertioga,Canal Indisponivel,TBS
Bertioga,Canal Indisponivel,UNIVERSAL TV HD
Bertioga,Canal Indisponivel,BIS
Bertioga,Canal Indisponivel,DISCOVERY SCIENCE
Bertioga,Canal Indisponivel,GLOOB HD
Bertioga,Canal Indisponivel,MULTIshow_ HD
Bertioga,Canal Indisponivel,PREMIERE INTERATIVO
Bertioga,Canal Indisponivel,SPORTV3 HD
Bertioga,Canal Indisponivel,TV WA
Bertioga,Canal Indisponivel,TV5 MONDE
Bertioga,Canal Indisponivel,BAND
Bertioga,Canal Indisponivel,DISCOVERY HD THEATER
Bertioga,Canal Indisponivel,GLOBO NEWS HD
Bertioga,Canal Indisponivel,MTV
Bertioga,Canal Indisponivel,PREMIERE CLUBES
Bertioga,Canal Indisponivel,SPORTV2
Bertioga,Canal Indisponivel,TV KOREA
Bertioga,Canal Indisponivel,BAND NEWS
Bertioga,Canal Indisponivel,DISCOVERY
Bertioga,Canal Indisponivel,GLITZ
Bertioga,Canal Indisponivel,MEGAPIX
Bertioga,Canal Indisponivel,PREMIERE 6
Bertioga,Canal Indisponivel,SPACE HD
Bertioga,Canal Indisponivel,TV CAMARA
Bertioga,Canal Indisponivel,AXN
Bertioga,Canal Indisponivel,CURTA!
Bertioga,Canal Indisponivel,FX
Bertioga,Canal Indisponivel,MAX UP
Bertioga,Canal Indisponivel,PREMIERE 2
Bertioga,Canal Indisponivel,SONY
Bertioga,Canal Indisponivel,TOONCAST
Bertioga,Canal Indisponivel,A&E
Bertioga,Canal Indisponivel,COMEDY CENTRAL
Bertioga,Canal Indisponivel,FOX SPORTS 
Bertioga,Canal Indisponivel,MAX PRIME
Bertioga,Canal Indisponivel,PLAY TV
Bertioga,Canal Indisponivel,SHOPBUY
Bertioga,Canal Indisponivel,TLC HD SIMULCAST
Bertioga,CMTS,CMTS
Bertioga,Energia,Não Definido
Bertioga,HeadEnd,TV Digital
Bertioga,Infra Estrutura,REDE HFC
Bertioga,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Bertioga,Infra Estrutura,AR-CONDICIONADO
Bertioga,Infra Estrutura,Queda de energia - Datacenter / Headend
Bertioga,Link,Aeroporto CGH
Bertioga,Link,Claro
Bertioga,Link,Aeroporto GRU
Bertioga,Links,BERT/IP/00209
Bertioga,Links,BACKBONE
Bertioga,Links,BERT/IP/00119 - IPV6
Bertioga,Links,BERT/IP/00124
Bertioga,Links,TERRA
Bertioga,Links,BERT/IP/00129
Bertioga,Links,STSWL/BERT0DW/DP*V/0004
Bertioga,Links,STSWL/BERT0DW/DP*V/0006
Bertioga,Links,STSWL/BERT0DW/DP*V/0004
Bertioga,Links,STS/IP/00510
Bertioga,Links,Gpon
Bertioga,Links,BERT/IP/00209.
Bertioga,Links,BERT/IP/00118 - IPV6
Bertioga,Links,YOUTUBE
Bertioga,Links,BERT/IP/00117
Bertioga,Links,PTT
Bertioga,Links,BERT/IP/00128
Bertioga,Links,STSWL/BERT0DW/DP*V/0002
Bertioga,Links,BERT/IP/00225
Bertioga,Links,PEERING - GJA X BERT
Bertioga,Links,STSWL/BERT0DW/DP*V/0002
Bertioga,Links,BERT/IP/00210 - IPV6
Bertioga,Links,ENLACE SÃO PAULO PENHA X INGLESES
Bertioga,Links,BERT/IP/00209
Bertioga,Links,BERT0DW/STSWLIT/1G/009
Bertioga,Links,RT BERT X OLT BERT
Bertioga,Links,BERT/IP/00123
Bertioga,Links,WHATSAPP
Bertioga,Links,BERT/IP/00116
Bertioga,Links,INSTAGRAM
Bertioga,Links,STSWL/BERT0DW/DP*V/0008
Bertioga,Links,PEERING STS X BERT
Bertioga,NOW,NOW
Bertioga,NOW,NOW IP
Bertioga,NOW,NOW ONLINE
Bertioga,Pay TV (Line UP),Não Definido
Bertioga,Peering,Não Definido
Bertioga,Rede HFC/Acesso,Node
Bertioga,Rede HFC/Acesso,AP Cisco
Bertioga,Rede HFC/Acesso,AP Belair
Bertioga,Redundância,Não Definido
Bertioga,SBC,NETFONE
Bertioga,Segurança,BERT/IP/00123
Bertioga,Servidores/Provisionamento,AKAMAI - RMA
Bertioga,Servidores/Provisionamento,SERVIDOR DHCP
Bertioga,Servidores/Provisionamento,AKAMAI
Bertioga,Servidores/Provisionamento,NETFLIX - RMA
Bertioga,Servidores/Provisionamento,NETFLIX
Bertioga,Servidores/Provisionamento,GGC
Bertioga,Servidores/Provisionamento,TV-SERVIDOR MCS
Bertioga,Servidores/Provisionamento,GGC - RMA
Bertioga,Servidores/Provisionamento,FACEBOOK - RMA
Bertioga,Servidores/Provisionamento,FACEBOOK
Bertioga,Servidores/Provisionamento,SERVIDOR LDAP
Bertioga,Servidores/Provisionamento,SERVIDOR-DNS
Bertioga,Sistemas,Catapora
Bertioga,Sistemas,Nágios IP
Bertioga,Sistemas,Nágios NOW
Bertioga,Sistemas,SCAN
Bertioga,Sistemas,New Monitor
Bertioga,Sistemas,Nágios Mapa
Bertioga,SoftSwitch,NETFONE
Bertioga,SWITCH DE ACESSO,DATACOM
Bertioga,SWITCH DE ACESSO,ASGA
Bertioga,VHUB (Coletores),Não Definido
Bertioga,WiFi - Aeroporto,Contexto-RedBack
Bertioga,WiFi - Aeroporto,Controladora
Bertioga,WiFi - Aeroporto,Access Point
Bertioga,WiFi - Aeroporto,Cable Modem
Bertioga,WiFi - Aeroporto,Portal
Bertioga,WiFi - Aeroporto,RedBack
Bertioga,WiFi - AP,Controladora
Bertioga,WiFi - AP,Access Point
Bertioga,WiFi - AP,Cable Modem
Bertioga,WiFi - AP,WI-FI COMUNITY
Bertioga,WiFi - AP,Portal
Bertioga,WiFi - AP,RedBack
Bertioga,WiFi - AP,Contexto-RedBack
Betim,Anel Virtua,Não Definido
Betim,Backbone IP,SWITCH
Betim,Backbone IP,ROUTER
Betim,BSoD EBT,BSoD EBT
Betim,Canal Indisponivel,BAND
Betim,Canal Indisponivel,DISCOVERY HD THEATER
Betim,Canal Indisponivel,GLOBO NEWS HD
Betim,Canal Indisponivel,MTV
Betim,Canal Indisponivel,GLOBO HD(1)
Betim,Canal Indisponivel,PREMIERE CLUBES
Betim,Canal Indisponivel,SPORTV2
Betim,Canal Indisponivel,TV KOREA
Betim,Canal Indisponivel,BAND NEWS
Betim,Canal Indisponivel,DISCOVERY
Betim,Canal Indisponivel,GLITZ
Betim,Canal Indisponivel,MEGAPIX
Betim,Canal Indisponivel,PREMIERE 6
Betim,Canal Indisponivel,SPACE HD
Betim,Canal Indisponivel,TV CAMARA
Betim,Canal Indisponivel,BBC EARTH HD
Betim,Canal Indisponivel,AXN
Betim,Canal Indisponivel,CURTA!
Betim,Canal Indisponivel,FX
Betim,Canal Indisponivel,MAX UP
Betim,Canal Indisponivel,PREMIERE 2
Betim,Canal Indisponivel,SONY
Betim,Canal Indisponivel,TOONCAST
Betim,Canal Indisponivel,A&E
Betim,Canal Indisponivel,COMEDY CENTRAL
Betim,Canal Indisponivel,FOX SPORTS 
Betim,Canal Indisponivel,MAX PRIME
Betim,Canal Indisponivel,PLAY TV
Betim,Canal Indisponivel,SHOPBUY
Betim,Canal Indisponivel,TLC HD SIMULCAST
Betim,Canal Indisponivel,CNN INTERNATIONAL
Betim,Canal Indisponivel,FOX LIFE
Betim,Canal Indisponivel,LIFETIME
Betim,Canal Indisponivel,OFF HD
Betim,Canal Indisponivel,SBT  
Betim,Canal Indisponivel,THE HISTORY CHANNEL
Betim,Canal Indisponivel,NOW
Betim,Canal Indisponivel,CINEMAX
Betim,Canal Indisponivel,FOR MAN
Betim,Canal Indisponivel,ID
Betim,Canal Indisponivel,NICKELODEON
Betim,Canal Indisponivel,REDETV! HD
Betim,Canal Indisponivel,TELECINE PREMIUM HD
Betim,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Betim,Canal Indisponivel,NOSSA TV
Betim,Canal Indisponivel,ESPN HD
Betim,Canal Indisponivel,HBO SIGNATURE HD
Betim,Canal Indisponivel,NET TV HD
Betim,Canal Indisponivel,REDE PLENITUDE
Betim,Canal Indisponivel,TELECINE PIPOCA
Betim,Canal Indisponivel,CANAL RURAL
Betim,Canal Indisponivel,E! 
Betim,Canal Indisponivel,HBO PLUS HD
Betim,Canal Indisponivel,NET INTERATIVA
Betim,Canal Indisponivel,REDE 21
Betim,Canal Indisponivel,TELECINE CULT HD
Betim,Canal Indisponivel,WARNER HD
Betim,Canal Indisponivel,CANAL BRASIL HD
Betim,Canal Indisponivel,DISNEY JUNIOR
Betim,Canal Indisponivel,HBO FAMILY HD
Betim,Canal Indisponivel,NBR
Betim,Canal Indisponivel,RECORD HD
Betim,Canal Indisponivel,TELECINE ACTION
Betim,Canal Indisponivel,VH1 MEGAHITS
Betim,Canal Indisponivel,BLOOMBERG
Betim,Canal Indisponivel,DISCOVERY TURBO HD
Betim,Canal Indisponivel,GNT HD
Betim,Canal Indisponivel,NATGEO WILD HD
Betim,Canal Indisponivel,PRIME BOX BRAZIL
Betim,Canal Indisponivel,SYFY
Betim,Canal Indisponivel,UNIVERSAL CHANNEL
Betim,Canal Indisponivel,BBC WORLD NEWS
Betim,Canal Indisponivel,DISCOVERY KIDS HD
Betim,Canal Indisponivel,GLOOB
Betim,Canal Indisponivel,MULTIshow_
Betim,Canal Indisponivel,PREMIERE HD2
Betim,Canal Indisponivel,SPORTV3
Betim,Canal Indisponivel,TV SENADO
Betim,Canal Indisponivel,BAND SPORTS HD
Betim,Canal Indisponivel,DISCOVERY HD
Betim,Canal Indisponivel,GLOBO NEWS
Betim,Canal Indisponivel,MIX TV
Betim,Canal Indisponivel,PREMIERE 8
Betim,Canal Indisponivel,SPORTV HD
Betim,Canal Indisponivel,TV JUSTIÇA
Betim,Canal Indisponivel,BAND HD
Betim,Canal Indisponivel,DISC. HOME & HEALTH HD
Betim,Canal Indisponivel,GAZETA
Betim,Canal Indisponivel,MEGA TV
Betim,Canal Indisponivel,PREMIERE 5
Betim,Canal Indisponivel,SPACE
Betim,Canal Indisponivel,TV BRASIL
Betim,Canal Indisponivel,ARTE1
Betim,Canal Indisponivel,CULTURA
Betim,Canal Indisponivel,FUTURA
Betim,Canal Indisponivel,MAX PRIMEe
Betim,Canal Indisponivel,POLISHOP
Betim,Canal Indisponivel,SIC
Betim,Canal Indisponivel,TNT HD
Betim,Canal Indisponivel,#NOME?
Betim,Canal Indisponivel,COMBATE
Betim,Canal Indisponivel,FOX SPORTS HD2
Betim,Canal Indisponivel,MAX HD
Betim,Canal Indisponivel,PARAMOUNT HD
Betim,Canal Indisponivel,SEXY HOT
Betim,Canal Indisponivel,TLC
Betim,Canal Indisponivel,CLIMATEMPO
Betim,Canal Indisponivel,FOX HD
Betim,Canal Indisponivel,IDEAL TV
Betim,Canal Indisponivel,OFF
Betim,Canal Indisponivel,SBT HD
Betim,Canal Indisponivel,TELECINE TOUCH HD
Betim,Canal Indisponivel,CARTOON NETWORK
Betim,Canal Indisponivel,ESPN 2 HD
Betim,Canal Indisponivel,HBO2 HD
Betim,Canal Indisponivel,NICK JR.
Betim,Canal Indisponivel,REDE VIDA
Betim,Canal Indisponivel,TELECINE PREMIUM
Betim,Canal Indisponivel,CANÇÃO NOVA
Betim,Canal Indisponivel,ESPN BRASIL HD
Betim,Canal Indisponivel,HBO SIGNATURE
Betim,Canal Indisponivel,NET TV
Betim,Canal Indisponivel,REDE MUNDIAL
Betim,Canal Indisponivel,TELECINE FUN HD
Betim,Canal Indisponivel,WOOHOO
Betim,Canal Indisponivel,CANAL LEGISLATIVO
Betim,Canal Indisponivel,DW (AMERIKA)
Betim,Canal Indisponivel,HBO PLUS
Betim,Canal Indisponivel,NET GAMES
Betim,Canal Indisponivel,RECORD
Betim,Canal Indisponivel,TELECINE CULT
Betim,Canal Indisponivel,VIVA HD
Betim,Canal Indisponivel,CANAL BRASIL
Betim,Canal Indisponivel,DISNEY CHANNEL HD
Betim,Canal Indisponivel,HBO FAMILY
Betim,Canal Indisponivel,NATIONAL GEOGRAPHIC HD
Betim,Canal Indisponivel,RAI
Betim,Canal Indisponivel,TCM
Betim,Canal Indisponivel,VENUS
Betim,Canal Indisponivel,BIS HD
Betim,Canal Indisponivel,DISCOVERY TURBO
Betim,Canal Indisponivel,GNT
Betim,Canal Indisponivel,MUSIC BOX BRAZIL
Betim,Canal Indisponivel,PREMIERE MOSAICO
Betim,Canal Indisponivel,STUDIO UNIVERSAL
Betim,Canal Indisponivel,TVE INTERNACIONAL
Betim,Canal Indisponivel,BBC HD
Betim,Canal Indisponivel,DISCOVERY KIDS
Betim,Canal Indisponivel,GLOBO
Betim,Canal Indisponivel,MTV HD
Betim,Canal Indisponivel,PREMIERE CLUBES HD
Betim,Canal Indisponivel,SPORTV2 HD
Betim,Canal Indisponivel,TV RA TIM BUM
Betim,Canal Indisponivel,BAND SPORTS
Betim,Canal Indisponivel,DISCOVERY CIVILIZATION
Betim,Canal Indisponivel,GLOBO HD
Betim,Canal Indisponivel,MEGAPIX HD
Betim,Canal Indisponivel,PREMIERE 7
Betim,Canal Indisponivel,SPORTV
Betim,Canal Indisponivel,TV ESCOLA
Betim,Canal Indisponivel,AXN HD
Betim,Canal Indisponivel,DISC. HOME & HEALTH
Betim,Canal Indisponivel,FX HD
Betim,Canal Indisponivel,MAX UP HD
Betim,Canal Indisponivel,PREMIERE 4
Betim,Canal Indisponivel,SONY HD
Betim,Canal Indisponivel,TV ABERTA
Betim,Canal Indisponivel,ANIMAL PLANET
Betim,Canal Indisponivel,CULTURA HD
Betim,Canal Indisponivel,FOX SPORTS2
Betim,Canal Indisponivel,MAX PRIME HD
Betim,Canal Indisponivel,PLAYBOY TV
Betim,Canal Indisponivel,SHOPTIME.COM
Betim,Canal Indisponivel,TNT
Betim,Canal Indisponivel,CNT
Betim,Canal Indisponivel,FOX SPORTS HD
Betim,Canal Indisponivel,MAX
Betim,Canal Indisponivel,PARAMOUNT
Betim,Canal Indisponivel,SEXTREME
Betim,Canal Indisponivel,THE HISTORY CHANNEL HD
Betim,Canal Indisponivel,#NOME?
Betim,Canal Indisponivel,CINEMAX HD
Betim,Canal Indisponivel,FOX
Betim,Canal Indisponivel,ID HD
Betim,Canal Indisponivel,NOVO TEMPO
Betim,Canal Indisponivel,RIT TV
Betim,Canal Indisponivel,TELECINE TOUCH
Betim,Canal Indisponivel,CARTOON HD
Betim,Canal Indisponivel,ESPN  
Betim,Canal Indisponivel,HBO2
Betim,Canal Indisponivel,NHK
Betim,Canal Indisponivel,REDE TV!
Betim,Canal Indisponivel,TELECINE PIPOCA HD
Betim,Canal Indisponivel,CANAL UNIVERSITÁRIO
Betim,Canal Indisponivel,ESPN BRASIL
Betim,Canal Indisponivel,HBO PLUSe
Betim,Canal Indisponivel,NET MÚSICA
Betim,Canal Indisponivel,REDE GOSPEL
Betim,Canal Indisponivel,TELECINE FUN
Betim,Canal Indisponivel,WARNER
Betim,Canal Indisponivel,CANAL DE VENDAS NET 
Betim,Canal Indisponivel,DISNEY XD
Betim,Canal Indisponivel,HBO HD
Betim,Canal Indisponivel,NET CIDADE SP
Betim,Canal Indisponivel,RECORD NEWS
Betim,Canal Indisponivel,TELECINE ACTION HD
Betim,Canal Indisponivel,VIVA
Betim,Canal Indisponivel,BOOMERANG
Betim,Canal Indisponivel,DISNEY CHANNEL
Betim,Canal Indisponivel,HBO
Betim,Canal Indisponivel,NATIONAL GEOGRAPHIC
Betim,Canal Indisponivel,PRIVATE
Betim,Canal Indisponivel,TBS
Betim,Canal Indisponivel,UNIVERSAL TV HD
Betim,Canal Indisponivel,BIS
Betim,Canal Indisponivel,DISCOVERY SCIENCE
Betim,Canal Indisponivel,GLOOB HD
Betim,Canal Indisponivel,MULTIshow_ HD
Betim,Canal Indisponivel,PREMIERE INTERATIVO
Betim,Canal Indisponivel,SPORTV3 HD
Betim,Canal Indisponivel,TV5 MONDE
Betim,CMTS,CMTS
Betim,Energia,Não Definido
Betim,HeadEnd,Manutenção Programada
Betim,Infra Estrutura,REDE HFC
Betim,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Betim,Infra Estrutura,oscilação elétrica no headend
Betim,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER/HEADEND
Betim,Links,BET/IP/01037 - IPV6
Betim,Links,BET/IP/01082
Betim,Links,BET/IP/03234
Betim,Links,YOUTUBE
Betim,Links,PTT
Betim,Links,BETIM X CONTAGEM / CABO NODE B 87
Betim,Links,BET0HHME/CEMEPIT/1G/001
Betim,Links,BET/IP/01036 - IPV6
Betim,Links,BET/IP/01033
Betim,Links,ASGA_CEMEP_01
Betim,Links,WHATSAPP
Betim,Links,BET/IP/01210
Betim,Links,INSTAGRAM
Betim,Links,BLM/IP/08836
Betim,Links,BET/IP/01105
Betim,Links,BETIM X CONTAGEM
Betim,Links,DCN Datacom
Betim,Links,BET/IP/01083 - IPV6
Betim,Links,BET0HHME/BHEESIT/1G/001
Betim,Links,BET/IP/01032
Betim,Links,BACKBONE
Betim,Links,ASGA_BET0HH_01
Betim,Links,TERRA
Betim,Links,FIBRA EBT - CABO 315786
Betim,Links,BET/IP/01209
Betim,Links,BLM/IP/08839
Betim,Links,BETIM X CONTAGEM / CABO IPRAN 19
Betim,NOW,NOW
Betim,NOW,NOW ONLINE
Betim,NOW,NOW IP
Betim,Pay TV (Line UP),Não Definido
Betim,Peering,Não Definido
Betim,Redundância,Não Definido
Betim,Servidores/Provisionamento,DHCP
Betim,Servidores/Provisionamento,GGC - RMA
Betim,Servidores/Provisionamento,FACEBOOK
Betim,Servidores/Provisionamento,NETFLIX
Betim,Servidores/Provisionamento,Servidor DNS
Betim,Servidores/Provisionamento,AKAMAI - RMA
Betim,Servidores/Provisionamento,TV-SERVIDOR MCS
